hotel_id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,hotel_price
184,OYO 3311 Hotel Apple 9,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Housekeeping']","Plot No. 5 Friends Colony, Malviya Nagar, Jaipur, Rajasthan, 302017",India,"26.856337, 75.820801",14
185,OYO 7152 Gumaan Heritage,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Restaurant', 'Room service', 'Housekeeping']","Plot No.317 A,Mahaveer Nagar, Near Durgapura Railway Station, Jaipur, 302018",India,"26.85493, 75.78968",17
186,Hotel VB Heritage Heights,,,"['Free WiFi', 'Parking included', 'Restaurant', 'Gym', 'Breakfast available', 'Business services']","A-6 Fateh Tiba Rd, Jaipur, RJ, 302004",India,"26.90832, 75.82425",35
187,Rawla Mrignayani Palace,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Rao Kriparam Ki Haveli, Opp Silver Art Palace,Old Amer Road, Jaipur, Rajasthan, 302002",India,"26.931515, 75.83212",13
188,Skyzone Greens Resort,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Pool']","Opp Hotel Lemeridian, Jaipur-Delhi Highway Kukas, Amber, Amer, Rajasthan, 302028",India,"27.036225, 75.886316",34
189,Hotel Royal Amer City,,,"['Free airport shuttle', 'Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry']","Opp. Bharmal Chatriyan Delhi Road, Jaipur, Amer, Rajasthan, 302028",India,"26.998091, 75.876274",16
190,Hotel Gitanjali,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","Near JECC, Van Vihar, Sitapura, Tolltax, Jaipur, Rajasthan, 302015",India,"26.790275, 75.818994",14
191,Kalyan Heritage,3.7,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","34/35 Swaroop Vihar Vistaar Extn., Jaipur, 302001",India,"26.818932, 75.858761",18
192,Chitrakatha,3.9,Good,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Room service']","60 Hathroi Fort, Ajmer Road, Jaipur, Jaipur, Rajasthan",India,"26.916609, 75.795972",13
193,OYO 22544 Hotel Vijeet Palace,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","9 Khandela House, Sansar Chand Road Behind Amber Tower, Jaipur, Rajasthan, 302001",India,"26.920346, 75.804921",14
194,Treebo Trip Tordi Haveli,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","Plot- 32, sector no 6 chitrakoot scheme,, Vaishali Nagar. 302021, Jaipur, Rajasthan, 302021",India,"26.89878, 75.735933",40
195,Hotel Golden Heritage,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","A3, H2, SUNDAR PATH NEAR CRYSTAL MALL, BANIPARK, Jaipur, RAJASTHAN, 302016",India,"26.92329, 75.79215",14
196,Konark Palace hotel,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Kitchen', 'Restaurant']","828-B, Opposite IOC Building, Frontier Colony, Adarsh Nagar, Jaipur, Rajathan, 302004",India,"26.900737, 75.830634",12
197,Hotel Dharohar Palace,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Room service', '24/7 front desk']","1, Khetri house Near Hotel Bissau Palace, Outside, Chandpole Gate, Jaipur, RJ, 302016",India,"26.929334, 75.80831",12
198,OYO 452 Hotel City Inn,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","189A, Panchwati Circle, Lane no.- 1, Raja Park, Jaipur, Rajasthan, 302004",India,"26.894285, 75.830506",83
199,Raj Regency,4.1,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","E 89, Lal Bahadur Nagar, Jaipur, Rajasthan, 302018",India,"26.849802, 75.798915",17
200,Hotel Sukh Vilas Jaipur,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","24-Chetak Marg,Beside JK Lone Hospital, Moti Doongri Circle, Jaipur, Rajasthan, 302004",India,"26.900398, 75.818547",17
